input_file	tool	model	split	prob	n_seqs	n_pos_seqs	n_neg_seqs	FN_seq	TN_seq	TP_start_seq	FP_start_seq	Prec_start_seq	Rec_start_seq	F1-s_start_seq	Spec_start_seq	Acc_start_seq	TP_full_seq	FP_full_seq	Prec_full_seq	Rec_full_seq	F1-s_full_seq	Spec_full_seq	Acc_full_seq	n_real_cdss	n_pred_cdss	TP_start_cds	FP_start_cds	FN_start_cds	Prec_start_cds	Rec_start_cds	F1-s_start_cds	TP_full_cds	FP_full_cds	FN_full_cds	Prec_full_cds	Rec_full_cds	F1-s_full_cds	pred_secs
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.01	3139	3139	0	966	0	1974	199	90.84	67.14	77.21	0.0	0.0	1974	199	90.84	67.14	77.21	0.0	0.0	4409	2173	1974	199	2435	90.84	44.77	59.98	1974	199	2435	90.84	44.77	59.98	4.7
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.02	3139	3139	0	849	0	2111	179	92.18	71.32	80.42	0.0	0.0	2111	179	92.18	71.32	80.42	0.0	0.0	4409	2290	2111	179	2298	92.18	47.88	63.02	2111	179	2298	92.18	47.88	63.02	4.8
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.03	3139	3139	0	773	0	2200	166	92.98	74.0	82.41	0.0	0.0	2200	166	92.98	74.0	82.41	0.0	0.0	4409	2366	2200	166	2209	92.98	49.9	64.94	2200	166	2209	92.98	49.9	64.94	5.0
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.04	3139	3139	0	729	0	2254	156	93.53	75.56	83.59	0.0	0.0	2254	156	93.53	75.56	83.59	0.0	0.0	4409	2410	2254	156	2155	93.53	51.12	66.11	2254	156	2155	93.53	51.12	66.11	5.1
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.05	3139	3139	0	701	0	2299	139	94.3	76.63	84.55	0.0	0.0	2299	139	94.3	76.63	84.55	0.0	0.0	4409	2438	2299	139	2110	94.3	52.14	67.15	2299	139	2110	94.3	52.14	67.15	5.1
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.06	3139	3139	0	687	0	2321	131	94.66	77.16	85.02	0.0	0.0	2321	131	94.66	77.16	85.02	0.0	0.0	4409	2452	2321	131	2088	94.66	52.64	67.66	2321	131	2088	94.66	52.64	67.66	5.2
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.07	3139	3139	0	677	0	2340	122	95.04	77.56	85.42	0.0	0.0	2340	122	95.04	77.56	85.42	0.0	0.0	4409	2462	2340	122	2069	95.04	53.07	68.11	2340	122	2069	95.04	53.07	68.11	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.08	3139	3139	0	671	0	2355	113	95.42	77.83	85.73	0.0	0.0	2355	113	95.42	77.83	85.73	0.0	0.0	4409	2468	2355	113	2054	95.42	53.41	68.49	2355	113	2054	95.42	53.41	68.49	5.3
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.09	3139	3139	0	657	0	2376	106	95.73	78.34	86.17	0.0	0.0	2376	106	95.73	78.34	86.17	0.0	0.0	4409	2482	2376	106	2033	95.73	53.89	68.96	2376	106	2033	95.73	53.89	68.96	5.3
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.1	3139	3139	0	653	0	2389	97	96.1	78.53	86.43	0.0	0.0	2389	97	96.1	78.53	86.43	0.0	0.0	4409	2486	2389	97	2020	96.1	54.18	69.3	2389	97	2020	96.1	54.18	69.3	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.11	3139	3139	0	649	0	2398	92	96.31	78.7	86.62	0.0	0.0	2398	92	96.31	78.7	86.62	0.0	0.0	4409	2490	2398	92	2011	96.31	54.39	69.52	2398	92	2011	96.31	54.39	69.52	5.1
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.12	3139	3139	0	648	0	2405	86	96.55	78.77	86.76	0.0	0.0	2405	86	96.55	78.77	86.76	0.0	0.0	4409	2491	2405	86	2004	96.55	54.55	69.71	2405	86	2004	96.55	54.55	69.71	5.2
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.13	3139	3139	0	647	0	2406	86	96.55	78.81	86.78	0.0	0.0	2406	86	96.55	78.81	86.78	0.0	0.0	4409	2492	2406	86	2003	96.55	54.57	69.73	2406	86	2003	96.55	54.57	69.73	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.14	3139	3139	0	646	0	2410	83	96.67	78.86	86.86	0.0	0.0	2410	83	96.67	78.86	86.86	0.0	0.0	4409	2493	2410	83	1999	96.67	54.66	69.83	2410	83	1999	96.67	54.66	69.83	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.15	3139	3139	0	645	0	2412	82	96.71	78.9	86.9	0.0	0.0	2412	82	96.71	78.9	86.9	0.0	0.0	4409	2494	2412	82	1997	96.71	54.71	69.88	2412	82	1997	96.71	54.71	69.88	5.7
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.16	3139	3139	0	641	0	2418	80	96.8	79.05	87.03	0.0	0.0	2418	80	96.8	79.05	87.03	0.0	0.0	4409	2498	2418	80	1991	96.8	54.84	70.02	2418	80	1991	96.8	54.84	70.02	5.7
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.17	3139	3139	0	639	0	2422	78	96.88	79.12	87.11	0.0	0.0	2422	78	96.88	79.12	87.11	0.0	0.0	4409	2500	2422	78	1987	96.88	54.93	70.11	2422	78	1987	96.88	54.93	70.11	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.18	3139	3139	0	638	0	2425	76	96.96	79.17	87.17	0.0	0.0	2425	76	96.96	79.17	87.17	0.0	0.0	4409	2501	2425	76	1984	96.96	55.0	70.19	2425	76	1984	96.96	55.0	70.19	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.19	3139	3139	0	634	0	2431	74	97.05	79.31	87.29	0.0	0.0	2431	74	97.05	79.31	87.29	0.0	0.0	4409	2505	2431	74	1978	97.05	55.14	70.32	2431	74	1978	97.05	55.14	70.32	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.2	3139	3139	0	634	0	2432	73	97.09	79.32	87.31	0.0	0.0	2432	73	97.09	79.32	87.31	0.0	0.0	4409	2505	2432	73	1977	97.09	55.16	70.35	2432	73	1977	97.09	55.16	70.35	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.21	3139	3139	0	633	0	2435	71	97.17	79.37	87.37	0.0	0.0	2435	71	97.17	79.37	87.37	0.0	0.0	4409	2506	2435	71	1974	97.17	55.23	70.43	2435	71	1974	97.17	55.23	70.43	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.22	3139	3139	0	631	0	2436	72	97.13	79.43	87.39	0.0	0.0	2436	72	97.13	79.43	87.39	0.0	0.0	4409	2508	2436	72	1973	97.13	55.25	70.44	2436	72	1973	97.13	55.25	70.44	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.23	3139	3139	0	629	0	2438	72	97.13	79.49	87.43	0.0	0.0	2438	72	97.13	79.49	87.43	0.0	0.0	4409	2510	2438	72	1971	97.13	55.3	70.47	2438	72	1971	97.13	55.3	70.47	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.24	3139	3139	0	629	0	2439	71	97.17	79.5	87.45	0.0	0.0	2439	71	97.17	79.5	87.45	0.0	0.0	4409	2510	2439	71	1970	97.17	55.32	70.5	2439	71	1970	97.17	55.32	70.5	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.25	3139	3139	0	627	0	2442	70	97.21	79.57	87.51	0.0	0.0	2442	70	97.21	79.57	87.51	0.0	0.0	4409	2512	2442	70	1967	97.21	55.39	70.57	2442	70	1967	97.21	55.39	70.57	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.26	3139	3139	0	627	0	2442	70	97.21	79.57	87.51	0.0	0.0	2442	70	97.21	79.57	87.51	0.0	0.0	4409	2512	2442	70	1967	97.21	55.39	70.57	2442	70	1967	97.21	55.39	70.57	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.27	3139	3139	0	627	0	2442	70	97.21	79.57	87.51	0.0	0.0	2442	70	97.21	79.57	87.51	0.0	0.0	4409	2512	2442	70	1967	97.21	55.39	70.57	2442	70	1967	97.21	55.39	70.57	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.28	3139	3139	0	625	0	2443	71	97.18	79.63	87.53	0.0	0.0	2443	71	97.18	79.63	87.53	0.0	0.0	4409	2514	2443	71	1966	97.18	55.41	70.58	2443	71	1966	97.18	55.41	70.58	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.29	3139	3139	0	625	0	2444	70	97.22	79.64	87.55	0.0	0.0	2444	70	97.22	79.64	87.55	0.0	0.0	4409	2514	2444	70	1965	97.22	55.43	70.61	2444	70	1965	97.22	55.43	70.61	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.3	3139	3139	0	621	0	2448	70	97.22	79.77	87.63	0.0	0.0	2448	70	97.22	79.77	87.63	0.0	0.0	4409	2518	2448	70	1961	97.22	55.52	70.68	2448	70	1961	97.22	55.52	70.68	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.31	3139	3139	0	619	0	2450	70	97.22	79.83	87.67	0.0	0.0	2450	70	97.22	79.83	87.67	0.0	0.0	4409	2520	2450	70	1959	97.22	55.57	70.72	2450	70	1959	97.22	55.57	70.72	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.32	3139	3139	0	615	0	2454	70	97.23	79.96	87.75	0.0	0.0	2454	70	97.23	79.96	87.75	0.0	0.0	4409	2524	2454	70	1955	97.23	55.66	70.79	2454	70	1955	97.23	55.66	70.79	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.33	3139	3139	0	614	0	2455	70	97.23	79.99	87.77	0.0	0.0	2455	70	97.23	79.99	87.77	0.0	0.0	4409	2525	2455	70	1954	97.23	55.68	70.81	2455	70	1954	97.23	55.68	70.81	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.34	3139	3139	0	614	0	2455	70	97.23	79.99	87.77	0.0	0.0	2455	70	97.23	79.99	87.77	0.0	0.0	4409	2525	2455	70	1954	97.23	55.68	70.81	2455	70	1954	97.23	55.68	70.81	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.35	3139	3139	0	614	0	2455	70	97.23	79.99	87.77	0.0	0.0	2455	70	97.23	79.99	87.77	0.0	0.0	4409	2525	2455	70	1954	97.23	55.68	70.81	2455	70	1954	97.23	55.68	70.81	5.7
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.36	3139	3139	0	610	0	2460	69	97.27	80.13	87.87	0.0	0.0	2460	69	97.27	80.13	87.87	0.0	0.0	4409	2529	2460	69	1949	97.27	55.79	70.91	2460	69	1949	97.27	55.79	70.91	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.37	3139	3139	0	608	0	2462	69	97.27	80.2	87.91	0.0	0.0	2462	69	97.27	80.2	87.91	0.0	0.0	4409	2531	2462	69	1947	97.27	55.84	70.95	2462	69	1947	97.27	55.84	70.95	5.7
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.38	3139	3139	0	606	0	2464	69	97.28	80.26	87.95	0.0	0.0	2464	69	97.28	80.26	87.95	0.0	0.0	4409	2533	2464	69	1945	97.28	55.89	70.99	2464	69	1945	97.28	55.89	70.99	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.39	3139	3139	0	606	0	2464	69	97.28	80.26	87.95	0.0	0.0	2464	69	97.28	80.26	87.95	0.0	0.0	4409	2533	2464	69	1945	97.28	55.89	70.99	2464	69	1945	97.28	55.89	70.99	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.4	3139	3139	0	605	0	2465	69	97.28	80.29	87.97	0.0	0.0	2465	69	97.28	80.29	87.97	0.0	0.0	4409	2534	2465	69	1944	97.28	55.91	71.01	2465	69	1944	97.28	55.91	71.01	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.41	3139	3139	0	605	0	2465	69	97.28	80.29	87.97	0.0	0.0	2465	69	97.28	80.29	87.97	0.0	0.0	4409	2534	2465	69	1944	97.28	55.91	71.01	2465	69	1944	97.28	55.91	71.01	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.42	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.43	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.44	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.45	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.46	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.47	3139	3139	0	604	0	2466	69	97.28	80.33	87.99	0.0	0.0	2466	69	97.28	80.33	87.99	0.0	0.0	4409	2535	2466	69	1943	97.28	55.93	71.03	2466	69	1943	97.28	55.93	71.03	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.48	3139	3139	0	604	0	2466	69	97.28	80.33	87.99	0.0	0.0	2466	69	97.28	80.33	87.99	0.0	0.0	4409	2535	2466	69	1943	97.28	55.93	71.03	2466	69	1943	97.28	55.93	71.03	5.7
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.49	3139	3139	0	604	0	2466	69	97.28	80.33	87.99	0.0	0.0	2466	69	97.28	80.33	87.99	0.0	0.0	4409	2535	2466	69	1943	97.28	55.93	71.03	2466	69	1943	97.28	55.93	71.03	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.5	3139	3139	0	604	0	2466	69	97.28	80.33	87.99	0.0	0.0	2466	69	97.28	80.33	87.99	0.0	0.0	4409	2535	2466	69	1943	97.28	55.93	71.03	2466	69	1943	97.28	55.93	71.03	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.51	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.52	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.53	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.7
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.54	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.55	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.56	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.57	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.58	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.7
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.59	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.6	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.61	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.62	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.63	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.7
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.64	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.65	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.66	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.67	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.68	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.69	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.7	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.71	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.72	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.73	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.74	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.75	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.76	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.7
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.77	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.78	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.79	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.8	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.81	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.82	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.83	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.8
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.84	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.85	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.86	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	0	0.87	3139	3139	0	604	0	2465	70	97.24	80.32	87.97	0.0	0.0	2465	70	97.24	80.32	87.97	0.0	0.0	4409	2535	2465	70	1944	97.24	55.91	71.0	2465	70	1944	97.24	55.91	71.0	5.3
